,Optimism_rate,marketDailySnapshots_datetime,polygon_rate,Fantom_rate,Avalanche_rate,Arbitrum_rate
0,2.8614270141404563,2022-08-27,0.9214859465242073,0.2830151783616949,1.3301342412322124,2.699799287173404
1,2.8800856564015627,2022-08-26,0.8365028640303404,0.503423356553047,1.3283667010625295,2.748263176659609
2,2.9030128772886674,2022-08-25,0.810746351021817,0.4817697091411877,1.339340210950178,2.5735071680337995
3,3.208806648053717,2022-08-24,0.8154586147299031,0.4828963231315162,1.307603220776564,0.5780499357827066
4,2.879783638390353,2022-08-23,0.8432747111489597,0.4383766110775531,1.3058653918389986,0.5583520178643318
5,2.8904801736963988,2022-08-22,0.8436177244958292,0.4794541189926438,1.3343194991152127,0.4929755537914802
6,2.91055401591487,2022-08-21,0.9181087876943217,0.5045931677298278,1.347052820709779,1.545755799407031
7,3.22464317256679,2022-08-20,0.9169838102763905,0.5051619721502233,1.5912575019184299,1.794596007310173
8,3.6664665652776405,2022-08-19,0.8979027102157727,0.6997074490417324,1.6450833511690193,1.5749293722010822
9,2.8647831001754716,2022-08-18,0.9387367434769553,0.6696044077237361,1.9601078855648748,1.762680480923948
10,2.8567614024128005,2022-08-17,1.0209058431122953,0.7611544243844712,2.2655442749423234,1.4126578543766246
11,2.848907748155086,2022-08-16,1.0410185025011527,0.9075437019419099,2.405425357188099,1.5994205957459926
12,2.9196480110681216,2022-08-15,1.1163615273742162,0.9014799057425907,2.384791651621038,2.272291861578733
13,2.8796918795932958,2022-08-14,1.0355191379776914,0.9679160189732997,2.391657097959539,1.255053941885213
14,2.777211540192954,2022-08-13,1.0285201106946162,0.9545250320525791,2.377660015863746,1.5950765909074454
15,2.800194156766289,2022-08-12,1.0374591354080331,0.6753828735265865,2.3784658695361527,1.421838131964202
16,2.8098285490205157,2022-08-11,0.9047851428874379,0.6341743566593723,2.345140272291603,2.502610886808873
17,2.8110120097370404,2022-08-10,0.8532367868083715,0.5195918474146723,2.04710646570175,2.0973948676646956
18,4.0719573355202625,2022-08-09,0.8554760530814189,0.518794091234196,2.0933410770892196,1.3762549415508745
19,3.0843729238092314,2022-08-08,0.8437914526124088,0.5073396601204632,1.9038575174213113,1.210645724961445
20,3.0699742601128155,2022-08-07,0.8056461005154856,0.5296326402415807,1.7534240724405543,2.052149663355673
21,2.92101084001758,2022-08-06,0.7966500153080035,0.5340450713050643,1.6729242365477224,1.9256019695538067
22,6.162743147231967,2022-08-05,0.7992021495423322,0.4656853903911007,1.6671989668753822,1.5051600684244208
23,0.2255578923030967,2022-08-04,0.7875850044842765,0.418462013624275,1.82556767653653,2.075941996811028
24,0.2249215187601847,2022-08-03,0.8023315570301274,0.3396767594912938,1.8566069215345253,1.942569548479825
25,0.2241440569009051,2022-08-02,0.8357367303600216,0.4170735629366691,1.8732656526384628,0.4251524584034495
26,0.26702429946642,2022-08-01,0.7988609564299171,0.4025716870138632,1.9040926965244187,0.3384067698228781
27,0.301835075282556,2022-07-31,0.7986802125049982,0.4398925731870544,1.2946051903128537,0.4121024225743175
28,0.2871761989137783,2022-07-30,0.8096936983483812,0.3203235989286031,1.2869747904365452,0.4046994071939902
29,0.2884098065965667,2022-07-29,0.8202140507411592,0.3189183872337371,1.2836159301255483,0.4027381182237997
30,1.4178713139840151,2022-07-28,0.8797429483156038,0.2874273191187869,1.3155663239703836,0.3870965643263655
31,1.8284405701523099,2022-07-27,0.7810159936130173,0.2507926536455144,1.783135297839876,0.3201061961166163
32,1.5703745722915485,2022-07-26,0.8363146249645967,0.2904961127272237,1.4425946734588404,0.3384060140927461
33,1.3129039706942631,2022-07-25,0.9282028904806856,0.3239275110919504,1.1368530620995794,0.3306643552028193
34,1.1525151285624988,2022-07-24,0.9313549558321353,0.2668743023373279,1.1321970918057802,0.4136409407228034
35,1.1427673121583939,2022-07-23,0.9251793419799864,0.2591635269225909,1.1414158750133658,0.3785410236976656
36,0.9285001761330606,2022-07-22,0.8401193284907182,0.2596282808285745,1.958786403563135,0.3765545928668478
37,1.8161065324335801,2022-07-21,0.8517534020068444,0.2636359459643749,1.905150519165977,0.3893122664988245
38,1.7825385867225065,2022-07-20,0.8500173254271741,0.2576412177748229,1.9036913483034086,0.4072488068487803
39,1.3776947262918102,2022-07-19,0.8369991201228404,1.888872371426641,1.837301742664188,0.4106224649783618
40,0.9215691686619376,2022-07-18,0.821189865405404,2.1177108719995865,1.701481371016008,0.5034367725480292
41,0.6588405908380692,2022-07-17,0.6834482403805328,2.0690015745042447,1.6687352101881074,0.4659583151582456
42,0.5571524590308427,2022-07-16,0.7509267760896016,1.327736191888855,1.5961134363413716,0.4245131921056063
43,0.45403197256014,2022-07-15,0.7312003367357621,1.471167380809207,1.6364237252459806,0.365978796201739
44,0.4226749748541977,2022-07-13,0.7343626351307396,1.0079854723472357,1.6874662744313411,0.3186768632309237
45,0.4226749748541977,2022-07-13,0.7343626351307396,0.513785780332924,1.6874662744313411,0.3186768632309237
46,0.4960558042512321,2022-07-12,0.7608729733625059,0.5625659979453878,1.744295039843525,0.3262551145872427
47,0.5093673442622418,2022-07-11,0.8538424843362454,0.6247658509902414,1.7830561557912397,0.3239487174286478
48,0.5363741995341512,2022-07-09,0.8031331896007807,0.630217967297371,1.8989801085850657,0.3762194746082551
49,0.5072771245297863,2022-07-09,0.8031331896007807,0.630217967297371,1.8989801085850657,0.3762194746082551
50,0.5553009090843253,2022-07-08,0.9837708717792653,0.6352421268719854,1.8583537562849817,0.2917407699239735
51,0.4995316187016481,2022-07-07,0.9001726188001669,0.6327196461398218,2.0290306467378505,0.275290873283081
52,0.4773442406488291,2022-07-06,0.9903927785767123,0.5649514098959146,2.472301740512456,0.2693846664335172
53,0.4591867228248418,2022-07-05,1.3031699191513801,0.4858849608394522,2.4353127924214486,0.2431446776697298
54,0.4325656518821316,2022-07-04,1.2833821302773993,0.533527622668843,2.4461191338347357,0.242785806938095
