,Optimism_rate,marketDailySnapshots_datetime,polygon_rate,Fantom_rate,Avalanche_rate,Arbitrum_rate
0,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078633553345479,0.0774149971870051,0.1437350367154562
1,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078633553345479,0.0774149971870051,0.1979090589036883
2,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078633553345479,0.0775662020206256,0.1437350367154562
3,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078633553345479,0.0775662020206256,0.1979090589036883
4,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078686741768496,0.0774149971870051,0.1437350367154562
5,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078686741768496,0.0774149971870051,0.1979090589036883
6,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078686741768496,0.0775662020206256,0.1437350367154562
7,0.8594153917711255,2022-08-27,0.1847597011341708,0.0078686741768496,0.0775662020206256,0.1979090589036883
8,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078633553345479,0.0774149971870051,0.1437350367154562
9,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078633553345479,0.0774149971870051,0.1979090589036883
10,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078633553345479,0.0775662020206256,0.1437350367154562
11,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078633553345479,0.0775662020206256,0.1979090589036883
12,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078686741768496,0.0774149971870051,0.1437350367154562
13,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078686741768496,0.0774149971870051,0.1979090589036883
14,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078686741768496,0.0775662020206256,0.1437350367154562
15,0.8594153917711255,2022-08-27,0.1868201231737919,0.0078686741768496,0.0775662020206256,0.1979090589036883
16,0.858486600214677,2022-08-27,0.1847597011341708,0.0078633553345479,0.0774149971870051,0.1437350367154562
17,0.858486600214677,2022-08-27,0.1847597011341708,0.0078633553345479,0.0774149971870051,0.1979090589036883
18,0.858486600214677,2022-08-27,0.1847597011341708,0.0078633553345479,0.0775662020206256,0.1437350367154562
19,0.858486600214677,2022-08-27,0.1847597011341708,0.0078633553345479,0.0775662020206256,0.1979090589036883
20,0.858486600214677,2022-08-27,0.1847597011341708,0.0078686741768496,0.0774149971870051,0.1437350367154562
21,0.858486600214677,2022-08-27,0.1847597011341708,0.0078686741768496,0.0774149971870051,0.1979090589036883
22,0.858486600214677,2022-08-27,0.1847597011341708,0.0078686741768496,0.0775662020206256,0.1437350367154562
23,0.858486600214677,2022-08-27,0.1847597011341708,0.0078686741768496,0.0775662020206256,0.1979090589036883
24,0.858486600214677,2022-08-27,0.1868201231737919,0.0078633553345479,0.0774149971870051,0.1437350367154562
25,0.858486600214677,2022-08-27,0.1868201231737919,0.0078633553345479,0.0774149971870051,0.1979090589036883
26,0.858486600214677,2022-08-27,0.1868201231737919,0.0078633553345479,0.0775662020206256,0.1437350367154562
27,0.858486600214677,2022-08-27,0.1868201231737919,0.0078633553345479,0.0775662020206256,0.1979090589036883
28,0.858486600214677,2022-08-27,0.1868201231737919,0.0078686741768496,0.0774149971870051,0.1437350367154562
29,0.858486600214677,2022-08-27,0.1868201231737919,0.0078686741768496,0.0774149971870051,0.1979090589036883
30,0.858486600214677,2022-08-27,0.1868201231737919,0.0078686741768496,0.0775662020206256,0.1437350367154562
31,0.858486600214677,2022-08-27,0.1868201231737919,0.0078686741768496,0.0775662020206256,0.1979090589036883
32,0.8596996423331142,2022-08-26,0.7154336631873053,0.0072354503441313,0.0594224127870794,0.1244707100783914
33,1.1368797273335616,2022-08-25,0.7866693711329819,0.0073130584227912,0.0590695204082667,0.1251030722590851
34,1.0749192701574923,2022-08-24,0.6092761671638263,0.0073717803588074,0.0574224015681239,0.1210405840787596
35,1.0789298119925599,2022-08-23,0.4119815683138384,0.0075826123410948,0.0579358787085967,0.2529188677923204
36,0.9697878288474763,2022-08-22,0.3346511592004763,0.0044496665772009,0.0589964463376259,0.2819566719132659
37,0.9853670683005077,2022-08-21,0.2682395759877056,0.0083019045524943,0.0557782417231642,0.1848736515091057
38,0.992905192493489,2022-08-20,0.0938188158980308,0.0098242171095697,0.0565281031227229,0.1901560911075188
39,0.9778552442539956,2022-08-19,0.4284591894248469,0.0047502034801758,0.0488112316953824,0.1892901446841273
40,0.5818533222234067,2022-08-18,0.4050619580400975,0.004608074487601,0.0465933728797621,0.1802548979743225
41,0.5558092052449717,2022-08-17,0.3586711970199079,0.004679469653188,0.0515255181539557,0.1768842838732538
42,0.556582100745117,2022-08-16,0.3509610691199768,0.0146720182059462,0.0461493280727255,0.1803270539768229
43,0.5713273863054928,2022-08-15,0.2766624041873595,0.0144305523440613,0.0401891997085415,0.186901934150582
44,0.6802702639038725,2022-08-14,1.0114023981243214,0.0043817045453858,0.0397770904314058,0.1890128324918983
