,Optimism_rate,marketDailySnapshots_datetime,polygon_rate,Fantom_rate,Avalanche_rate,Arbitrum_rate
0,0.0517211347314205,2022-08-26,0.2844336158794013,0.0471225206776518,0.1394537241193002,0.0559795445178746
1,0.0517211347314205,2022-08-26,0.2844336158794013,0.0464892814781736,0.1394537241193002,0.0559795445178746
2,0.0586527668032349,2022-08-26,0.2844336158794013,0.0471225206776518,0.1394537241193002,0.0559795445178746
3,0.0586527668032349,2022-08-26,0.2844336158794013,0.0464892814781736,0.1394537241193002,0.0559795445178746
4,0.0422247131179345,2022-08-24,0.1283541583901277,0.0433668367648162,0.1389660675353883,0.0486575252985043
5,0.0422247131179345,2022-08-24,0.1283541583901277,0.0433668367648162,0.1390398011302328,0.0486575252985043
6,0.0422247131179345,2022-08-24,0.1283541583901277,0.0433663483483442,0.1389660675353883,0.0486575252985043
7,0.0422247131179345,2022-08-24,0.1283541583901277,0.0433663483483442,0.1390398011302328,0.0486575252985043
8,0.0421141835991243,2022-08-23,0.1674071913584543,0.046600391359652,0.142024891320408,0.0494283983229607
9,0.0483630889580768,2022-08-21,0.1817369648142472,0.0491022465416004,0.1495275795606621,0.0484164774078432
10,0.0483630889580768,2022-08-21,0.1817369648142472,0.0491022465416004,0.1495275795606621,0.037489759809056
11,0.0261470958692539,2022-08-19,0.3773971933754331,0.046609758775178,0.1432459886682948,0.2333112260552011
12,0.0261470958692539,2022-08-19,0.3773971933754331,0.046609758775178,0.1475687288674175,0.2333112260552011
13,0.0261470958692539,2022-08-19,0.3773971933754331,0.0396518956969658,0.1432459886682948,0.2333112260552011
14,0.0261470958692539,2022-08-19,0.3773971933754331,0.0396518956969658,0.1475687288674175,0.2333112260552011
15,0.025088080863153,2022-08-17,0.2861411839315415,0.0396634153641147,0.1437691570043486,0.2236180078017718
16,0.0220042927914784,2022-08-15,0.1378641631677121,0.0396601020532615,0.144865207085641,0.2149794088024425
17,0.0220042927914784,2022-08-15,0.1378641631677121,0.0396601020532615,0.144865207085641,0.1340109431042502
18,0.0220042927914784,2022-08-15,0.1378641631677121,0.0396601020532615,0.1443183963372977,0.2149794088024425
19,0.0220042927914784,2022-08-15,0.1378641631677121,0.0396601020532615,0.1443183963372977,0.1340109431042502
20,0.0220042927914784,2022-08-15,0.1378641631677121,0.0370357187240637,0.144865207085641,0.2149794088024425
21,0.0220042927914784,2022-08-15,0.1378641631677121,0.0370357187240637,0.144865207085641,0.1340109431042502
22,0.0220042927914784,2022-08-15,0.1378641631677121,0.0370357187240637,0.1443183963372977,0.2149794088024425
23,0.0220042927914784,2022-08-15,0.1378641631677121,0.0370357187240637,0.1443183963372977,0.1340109431042502
24,0.0216261541744899,2022-08-11,0.0332252283131281,0.0379063627270451,0.2160546859494979,0.1095201755388703
25,0.0216261541744899,2022-08-11,0.0332252283131281,0.0379063627270451,0.2167924209629641,0.1095201755388703
